animal_id,animal_type,sex,age,color,outcome,outcome_month,outcome_year,mix,outcome_datetime_ChristmasEve,outcome_datetime_NewYearsDay,outcome_datetime_USChristmasDay,outcome_datetime_USThanksgivingDay
A696059,Dog,Neutered Male,3,Multiple colors,Adoption,2,2015,Mix,0,0,0,0
A690806,Cat,Intact Female,0.16666666666666666,Multiple colors,Transfer,11,2014,Mix,0,0,0,0
A676494,Dog,Neutered Male,1,Multiple colors,Adoption,4,2014,Mix,0,0,0,0
A689138,Cat,Intact Female,0.07671226571594598,Point,Euthanasia,9,2014,Mix,0,0,0,0
A599155,Dog,Neutered Male,4,Multiple colors,Euthanasia,3,2015,Mix,0,0,0,0
A665587,Cat,Neutered Male,8,Tabby,Adoption,11,2013,Mix,0,0,0,0
A663555,Cat,Spayed Female,0.25,Calico,Adoption,10,2013,Mix,0,0,0,0
A691345,Dog,Spayed Female,0.16666666666666666,Multiple colors,Adoption,11,2014,Mix,0,0,0,0
A685242,Cat,Spayed Female,0.3333333333333333,Tortie/Torbie,Adoption,8,2014,Mix,0,0,0,0
A674659,Dog,Intact Male,2,Multiple colors,Euthanasia,3,2014,Mix,0,0,0,0
A683609,Dog,Neutered Male,6,Brown,Return_to_owner,7,2014,Mix,0,0,0,0
A695710,Dog,Spayed Female,0.9166666666666666,Brindle,Transfer,8,2015,Mix,0,0,0,0
A713063,Dog,Spayed Female,1,Multiple colors,Transfer,10,2015,Mix,0,0,0,0
A667520,Dog,Neutered Male,4,Multiple colors,Transfer,11,2013,Mix,0,0,0,0
A685145,Cat,Neutered Male,0.16666666666666666,Multiple colors,Adoption,9,2014,Mix,0,0,0,0
A716488,Dog,Neutered Male,2,Red,Transfer,11,2015,Mix,0,0,0,0
A667537,Dog,Spayed Female,0.16666666666666666,Merle,Adoption,11,2013,Mix,0,0,0,0
A694601,Cat,Neutered Male,0.5,Black,Adoption,1,2015,Mix,0,0,0,0
A638060,Cat,Neutered Male,8,Multiple colors,Adoption,8,2015,Mix,0,0,0,0
A672067,Cat,Neutered Male,3,Tabby,Return_to_owner,2,2014,Mix,0,0,0,0
A684664,Dog,Neutered Male,2,Multiple colors,Adoption,8,2014,Mix,0,0,0,0
A691531,Dog,Intact Male,0.16666666666666666,Multiple colors,Transfer,11,2014,Mix,0,0,0,0
A688600,Cat,Intact Female,0.05753419928695949,Tortie/Torbie,Transfer,9,2014,Mix,0,0,0,0
A704032,Cat,Spayed Female,0.16666666666666666,Tabby,Adoption,6,2015,Mix,0,0,0,0
A703630,Dog,Neutered Male,4,Brown,Adoption,6,2015,Mix,0,0,0,0
A668671,Cat,Neutered Male,5,Tabby,Transfer,12,2013,Mix,0,0,0,0
A696247,Dog,Spayed Female,2,Multiple colors,Adoption,11,2015,Mix,0,0,0,0
A664380,Cat,Intact Female,0.5,Calico,Transfer,10,2013,Mix,0,0,0,0
A678185,Dog,Spayed Female,2,Multiple colors,Transfer,5,2014,Mix,0,0,0,0
A687055,Dog,Spayed Female,10,Sable,Return_to_owner,9,2014,Mix,0,0,0,0
A693594,Cat,Intact Male,0.5,Multiple colors,Transfer,12,2014,Mix,0,0,0,0
A675563,Cat,Intact Female,0.16666666666666666,Calico,Transfer,4,2014,Mix,0,0,0,0
A696819,Dog,Neutered Male,0.5,Sable,Adoption,2,2015,Mix,0,0,0,0
A671201,Dog,Neutered Male,8,Tricolor,Return_to_owner,1,2014,Mix,0,0,0,0
A715573,Dog,Neutered Male,0.5,Buff,Adoption,11,2015,Mix,0,0,0,0
A685899,Cat,Intact Male,0.25,Point,Transfer,8,2014,Mix,0,0,0,0
A669510,Dog,Spayed Female,1,Multiple colors,Adoption,1,2014,Mix,0,1,0,0
A697892,Dog,Spayed Female,1,Multiple colors,Adoption,3,2015,Mix,0,0,0,0
A678958,Dog,Neutered Male,0.16666666666666666,Tricolor,Adoption,5,2014,Mix,0,0,0,0
A679113,Cat,Unknown,0.03835613285797299,Tabby,Transfer,5,2014,Mix,0,0,0,0
A671079,Dog,Spayed Female,2,Tan,Adoption,1,2014,Mix,0,0,0,0
A687180,Cat,Spayed Female,0.16666666666666666,Tabby,Adoption,9,2014,Mix,0,0,0,0
A686632,Cat,Neutered Male,0.75,Tabby,Return_to_owner,9,2014,Mix,0,0,0,0
A693999,Dog,Spayed Female,4,Multiple colors,Transfer,12,2014,Mix,0,0,0,0
A691614,Dog,Neutered Male,0.3333333333333333,Multiple colors,Adoption,11,2014,Mix,0,0,0,0
A683070,Cat,Intact Male,0.00821917808219178,White,Transfer,7,2014,Mix,0,0,0,0
A703781,Dog,Intact Male,6,Merle,Transfer,5,2015,NA,0,0,0,0
A668803,Dog,Spayed Female,0.16666666666666666,Multiple colors,Adoption,1,2014,Mix,0,0,0,0
A675983,Cat,Intact Female,0.6666666666666666,Tabby,Transfer,4,2014,Mix,0,0,0,0
A684825,Cat,Intact Male,0.08333333333333333,Multiple colors,Transfer,8,2014,Mix,0,0,0,0
A667828,Cat,Intact Female,0.3333333333333333,Black,Transfer,11,2013,Mix,0,0,0,0
A707611,Cat,Intact Female,0.16666666666666666,Tortie/Torbie,Adoption,7,2015,Mix,0,0,0,0
A677885,Dog,Intact Female,2,Fawn,Return_to_owner,5,2014,Mix,0,0,0,0
A675622,Dog,Neutered Male,0.3333333333333333,Tricolor,Adoption,4,2014,Mix,0,0,0,0
A720143,Cat,Intact Male,1,Tabby,Transfer,2,2016,Mix,0,0,0,0
A701793,Cat,Spayed Female,0.25,Point,Adoption,7,2015,Mix,0,0,0,0
A682824,Cat,Intact Male,0.16666666666666666,Multiple colors,Transfer,7,2014,Mix,0,0,0,0
A711494,Cat,Spayed Female,0.3333333333333333,Tabby,Adoption,12,2015,Mix,1,0,0,0
A686319,Dog,Neutered Male,5,Brindle,Adoption,6,2015,Mix,0,0,0,0
A671251,Dog,Spayed Female,2,Multiple colors,Return_to_owner,1,2014,Mix,0,0,0,0
A684978,Cat,Intact Female,0.03835613285797299,Tabby,Transfer,7,2014,Mix,0,0,0,0
A689449,Cat,Spayed Female,0.16666666666666666,Black,Adoption,11,2014,Mix,0,0,0,0
A715812,Dog,Spayed Female,0.8333333333333334,Multiple colors,Adoption,11,2015,Mix,0,0,0,0
A681003,Dog,Neutered Male,2,Multiple colors,Transfer,6,2014,Mix,0,0,0,0
A715346,Dog,Spayed Female,0.8333333333333334,White,Adoption,11,2015,Mix,0,0,0,0
A683732,Cat,Intact Male,0.07671226571594598,Blue,Transfer,7,2014,Mix,0,0,0,0
A679956,Dog,Neutered Male,1,Multiple colors,Return_to_owner,6,2014,NA,0,0,0,0
A695297,Cat,Spayed Female,0.5833333333333334,Tabby,Adoption,1,2015,Mix,0,0,0,0
A695950,Dog,Spayed Female,2,Multiple colors,Adoption,2,2015,Mix,0,0,0,0
A694278,Dog,Spayed Female,7,Multiple colors,Transfer,1,2015,NA,0,0,0,0
A707887,Cat,Neutered Male,0.16666666666666666,Tabby,Adoption,7,2015,Mix,0,0,0,0
A710227,Cat,Neutered Male,12,Multiple colors,Euthanasia,8,2015,Mix,0,0,0,0
A686918,Dog,Intact Female,3,Tricolor,Transfer,9,2014,Mix,0,0,0,0
A693739,Cat,Spayed Female,0.25,Multiple colors,Transfer,12,2014,Mix,0,0,0,0
A711807,Dog,Spayed Female,2,Multiple colors,Adoption,10,2015,Mix,0,0,0,0
A677157,Dog,Intact Female,12,Yellow,Return_to_owner,4,2014,Mix,0,0,0,0
A697921,Dog,Spayed Female,1,Black,Adoption,3,2015,Mix,0,0,0,0
A686691,Dog,Neutered Male,3,Yellow,Transfer,8,2014,Mix,0,0,0,0
A678627,Cat,Spayed Female,0.08333333333333333,Calico,Adoption,5,2014,Mix,0,0,0,0
A698117,Dog,Unknown,0.01643835616438356,White,Transfer,3,2015,Mix,0,0,0,0
A656110,Dog,Spayed Female,0.75,Tricolor,Return_to_owner,11,2013,Mix,0,0,0,0
A690723,Cat,Spayed Female,0.16666666666666666,Multiple colors,Adoption,11,2014,Mix,0,0,0,0
A678099,Dog,Neutered Male,2,Multiple colors,Euthanasia,6,2015,Mix,0,0,0,0
A717989,Dog,Neutered Male,7,White,Return_to_owner,12,2015,Mix,0,0,0,0
A673784,Dog,Neutered Male,0.3333333333333333,Blue,Transfer,3,2014,Mix,0,0,0,0
A699927,Cat,Neutered Male,10,Tabby,Adoption,5,2015,Mix,0,0,0,0
A671889,Dog,Spayed Female,5,Tan,Return_to_owner,2,2014,Mix,0,0,0,0
A697627,Dog,Spayed Female,2,Multiple colors,Adoption,3,2015,Mix,0,0,0,0
A685945,Dog,Neutered Male,5,Multiple colors,Adoption,9,2014,Mix,0,0,0,0
A689951,Cat,Neutered Male,0.4166666666666667,Point,Adoption,10,2014,Mix,0,0,0,0
A699499,Cat,Neutered Male,1,Multiple colors,Adoption,4,2015,Mix,0,0,0,0
A715735,Dog,Intact Male,1,Multiple colors,Transfer,11,2015,NA,0,0,0,0
A688501,Cat,Neutered Male,0.3333333333333333,Black,Transfer,12,2014,Mix,0,0,0,0
A672263,Dog,Spayed Female,2,Multiple colors,Transfer,2,2014,Mix,0,0,0,0
A672744,Dog,Intact Male,3,Multiple colors,Euthanasia,4,2014,Mix,0,0,0,0
A701165,Cat,Intact Male,0.07671226571594598,Blue,Transfer,4,2015,NA,0,0,0,0
A702973,Cat,Unknown,0.05753419928695949,Multiple colors,Transfer,5,2015,Mix,0,0,0,0
A705338,Cat,Intact Female,0.05753419928695949,Tortie/Torbie,Transfer,6,2015,Mix,0,0,0,0
A696609,Dog,Spayed Female,2,Black,Transfer,7,2015,NA,0,0,0,0
A714481,Dog,Neutered Male,1,Multiple colors,Adoption,11,2015,Mix,0,0,0,0
A685178,Cat,Intact Male,0.03835613285797299,Tabby,Transfer,8,2014,Mix,0,0,0,0
A689596,Dog,Neutered Male,2,Multiple colors,Adoption,10,2014,Mix,0,0,0,0
A714546,Dog,Intact Male,0.75,Multiple colors,Return_to_owner,10,2015,Mix,0,0,0,0
A671352,Dog,Neutered Male,3,Brown,Adoption,1,2014,Mix,0,0,0,0
A705656,Cat,Intact Female,0.08333333333333333,Tortie/Torbie,Euthanasia,6,2015,Mix,0,0,0,0
A695943,Dog,Neutered Male,2,Tricolor,Adoption,2,2015,Mix,0,0,0,0
A719517,Cat,Neutered Male,2,Tabby,Transfer,1,2016,Mix,0,0,0,0
A682535,Dog,Neutered Male,0.3333333333333333,Brindle,Transfer,7,2014,Mix,0,0,0,0
A713263,Dog,Intact Male,3,Brindle,Return_to_owner,10,2015,NA,0,0,0,0
A681679,Dog,Neutered Male,1,Multiple colors,Transfer,12,2014,Mix,0,0,0,0
A687906,Cat,Intact Male,0.08333333333333333,Tabby,Transfer,9,2014,Mix,0,0,0,0
A678536,Dog,Spayed Female,1,Multiple colors,Adoption,5,2014,Mix,0,0,0,0
A718585,Dog,Neutered Male,0.16666666666666666,Multiple colors,Transfer,1,2016,Mix,0,0,0,0
A543073,Dog,Spayed Female,9,Brown,Return_to_owner,5,2015,NA,0,0,0,0
A697959,Dog,Neutered Male,2,Brown,Adoption,5,2015,Mix,0,0,0,0
A715378,Dog,Spayed Female,0.5,Multiple colors,Adoption,11,2015,Mix,0,0,0,0
A697281,Dog,Neutered Male,0.25,Tricolor,Adoption,3,2015,Mix,0,0,0,0
A681576,Dog,Neutered Male,0.08333333333333333,Multiple colors,Adoption,7,2014,Mix,0,0,0,0
A716400,Dog,Intact Female,1,Multiple colors,Transfer,11,2015,Mix,0,0,0,0
A677460,Dog,Spayed Female,2,Multiple colors,Adoption,5,2014,Mix,0,0,0,0
A675049,Dog,Spayed Female,3,Multiple colors,Return_to_owner,3,2014,Mix,0,0,0,0
A710655,Cat,Intact Male,0.16666666666666666,Point,Adoption,10,2015,Mix,0,0,0,0
A660046,Dog,Spayed Female,2,Multiple colors,Return_to_owner,3,2014,Mix,0,0,0,0
A660910,Dog,Neutered Male,2,Brindle,Return_to_owner,10,2013,Mix,0,0,0,0
A686377,Dog,Neutered Male,0.16666666666666666,Multiple colors,Adoption,8,2014,Mix,0,0,0,0
A679631,Cat,Spayed Female,12,Tortie/Torbie,Euthanasia,7,2014,Mix,0,0,0,0
A671682,Cat,Neutered Male,2,Blue,Transfer,1,2014,Mix,0,0,0,0
A695654,Dog,Intact Female,0.6666666666666666,Black,Euthanasia,1,2015,Mix,0,0,0,0
A718566,Cat,Intact Female,10,Tabby,Euthanasia,1,2016,Mix,0,0,0,0
A680351,Cat,Neutered Male,0.16666666666666666,Tabby,Adoption,7,2014,Mix,0,0,0,0
A680506,Dog,Neutered Male,0.25,Multiple colors,Adoption,6,2014,Mix,0,0,0,0
A650694,Dog,Neutered Male,1,Multiple colors,Return_to_owner,12,2013,Mix,0,0,0,0
A681414,Cat,Intact Female,2,Tortie/Torbie,Transfer,6,2014,Mix,0,0,0,0
A714972,Cat,Neutered Male,0.16666666666666666,Tabby,Adoption,11,2015,Mix,0,0,0,0
A682833,Cat,Spayed Female,0.25,Point,Adoption,9,2014,Mix,0,0,0,0
A698953,Dog,Spayed Female,7,White,Adoption,3,2015,Mix,0,0,0,0
A696584,Dog,Spayed Female,2,Brown,Adoption,3,2015,Mix,0,0,0,0
A690020,Dog,Intact Female,0.3333333333333333,Brindle,Return_to_owner,10,2014,Mix,0,0,0,0
A716340,Cat,Spayed Female,0.16666666666666666,Tabby,Adoption,12,2015,Mix,0,0,0,0
A707004,Cat,Neutered Male,0.25,Tabby,Adoption,9,2015,Mix,0,0,0,0
A667031,Cat,Spayed Female,2,Tabby,Transfer,12,2013,Mix,0,0,0,0
A667129,Cat,Spayed Female,0.5,Multiple colors,Adoption,12,2013,Mix,0,0,0,0
A700119,Cat,Intact Female,0.010958904109589041,Tortie/Torbie,Transfer,4,2015,Mix,0,0,0,0
A676270,Cat,Spayed Female,0.25,Tabby,Adoption,7,2014,Mix,0,0,0,0
A684362,Cat,Spayed Female,0.4166666666666667,Point,Adoption,11,2014,Mix,0,0,0,0
A712984,Cat,Neutered Male,0.16666666666666666,Tabby,Transfer,10,2015,Mix,0,0,0,0
A688544,Cat,Intact Female,0.08333333333333333,Tabby,Transfer,9,2014,Mix,0,0,0,0
A663346,Dog,Spayed Female,1,Multiple colors,Euthanasia,11,2013,Mix,0,0,0,0
A665221,Dog,Intact Male,0.08333333333333333,Multiple colors,Transfer,10,2013,Mix,0,0,0,0
A667366,Dog,Spayed Female,3,Multiple colors,Return_to_owner,11,2013,Mix,0,0,0,0
A657652,Dog,Neutered Male,3,Black,Adoption,6,2014,Mix,0,0,0,0
A611032,Dog,Intact Male,6,Tricolor,Return_to_owner,8,2014,NA,0,0,0,0
A707464,Dog,Intact Male,0.6666666666666666,Multiple colors,Adoption,7,2015,Mix,0,0,0,0
A687966,Cat,Neutered Male,0.3333333333333333,Tabby,Adoption,9,2014,Mix,0,0,0,0
A643703,Dog,Neutered Male,3,Yellow,Return_to_owner,3,2014,Mix,0,0,0,0
A668595,Dog,Intact Male,0.07671226571594598,Tricolor,Return_to_owner,12,2013,Mix,0,0,0,0
A716197,Cat,Spayed Female,0.16666666666666666,Tortie/Torbie,Return_to_owner,1,2016,Mix,0,0,0,0
A713418,Dog,Intact Male,0.16666666666666666,Multiple colors,Transfer,10,2015,Mix,0,0,0,0
A711562,Dog,Intact Male,1,Black,Euthanasia,9,2015,Mix,0,0,0,0
A716766,Dog,Neutered Male,5,Black,Return_to_owner,11,2015,Mix,0,0,0,0
A616576,Dog,Spayed Female,7,Tricolor,Return_to_owner,12,2015,Mix,0,0,0,0
A705109,Cat,Spayed Female,0.16666666666666666,Blue,Adoption,6,2015,Mix,0,0,0,0
A663819,Dog,Neutered Male,3,Multiple colors,Return_to_owner,11,2015,Mix,0,0,0,0
A689629,Cat,Intact Female,0.08333333333333333,Tortie/Torbie,Adoption,10,2014,Mix,0,0,0,0
A713084,Dog,Neutered Male,6,Buff,Adoption,10,2015,Mix,0,0,0,0
A699468,Dog,Intact Female,0.16666666666666666,Multiple colors,Transfer,4,2015,Mix,0,0,0,0
A700335,Dog,Neutered Male,2,Multiple colors,Euthanasia,7,2015,Mix,0,0,0,0
A713668,Cat,Unknown,0.03835613285797299,Tabby,Transfer,10,2015,Mix,0,0,0,0
A695428,Cat,Intact Female,1,Multiple colors,Transfer,1,2015,Mix,0,0,0,0
A653055,Dog,Spayed Female,2,Multiple colors,Return_to_owner,2,2015,Mix,0,0,0,0
A682724,Cat,Neutered Male,0.16666666666666666,Black,Adoption,7,2014,Mix,0,0,0,0
A713886,Cat,Neutered Male,0.16666666666666666,Tabby,Adoption,10,2015,Mix,0,0,0,0
A668396,Cat,Neutered Male,8,Point,Euthanasia,12,2013,Mix,0,0,0,0
A717176,Dog,Unknown,0.019178066428986496,White,Transfer,12,2015,Mix,0,0,0,0
A707573,Dog,Neutered Male,12,White,Return_to_owner,7,2015,Mix,0,0,0,0
A690543,Dog,Spayed Female,1,Multiple colors,Return_to_owner,3,2015,Mix,0,0,0,0
A704459,Dog,Spayed Female,11,Cream,Return_to_owner,6,2015,Mix,0,0,0,0
A687643,Cat,Intact Female,0.03835613285797299,Tabby,Transfer,9,2014,Mix,0,0,0,0
A675640,Dog,Neutered Male,2,Multiple colors,Return_to_owner,4,2014,Mix,0,0,0,0
A694435,Dog,Neutered Male,2,Multiple colors,Transfer,1,2015,Mix,0,0,0,0
A668653,Dog,Neutered Male,2,Black,Adoption,11,2015,Mix,0,0,0,0
A705804,Dog,Neutered Male,3,Brown,Return_to_owner,6,2015,Mix,0,0,0,0
A706506,Cat,Unknown,0.0136986301369863,Black,Transfer,6,2015,Mix,0,0,0,0
A702756,Cat,Intact Male,0.05753419928695949,Tabby,Euthanasia,5,2015,Mix,0,0,0,0
A674264,Dog,Spayed Female,0.8333333333333334,Tricolor,Adoption,3,2014,Mix,0,0,0,0
A665741,Cat,Spayed Female,7,Tabby,Return_to_owner,1,2014,Mix,0,0,0,0
A510475,Dog,Neutered Male,7,Multiple colors,Return_to_owner,7,2014,Mix,0,0,0,0
A641103,Dog,Intact Male,3,Multiple colors,Return_to_owner,12,2015,NA,0,0,0,0
A660275,Dog,Spayed Female,2,Black,Return_to_owner,11,2013,Mix,0,0,0,0
A716089,Cat,Neutered Male,2,Tabby,Return_to_owner,12,2015,Mix,0,0,0,0
A717706,Dog,Spayed Female,1,Red,Return_to_owner,12,2015,Mix,0,0,0,0
A716729,Cat,Spayed Female,0.4166666666666667,Calico,Adoption,12,2015,Mix,0,0,0,0
A690333,Cat,Unknown,0.6666666666666666,Black,Transfer,10,2014,Mix,0,0,0,0
A688552,Cat,Intact Male,0.25,Tabby,Adoption,12,2014,Mix,0,0,0,0
A698495,Dog,Neutered Male,1,Tan,Adoption,3,2015,Mix,0,0,0,0
A658728,Cat,Spayed Female,0.3333333333333333,Multiple colors,Adoption,11,2013,Mix,0,0,0,0
A672515,Cat,Intact Male,1,Tabby,Transfer,2,2014,Mix,0,0,0,0
A686675,Dog,Neutered Male,1,Multiple colors,Transfer,11,2014,Mix,0,0,0,0
A707682,Cat,Neutered Male,0.16666666666666666,Black,Adoption,8,2015,Mix,0,0,0,0
A667942,Dog,Spayed Female,0.6666666666666666,Black,Adoption,12,2013,Mix,0,0,0,0
A709224,Cat,Intact Female,1,Calico,Transfer,8,2015,Mix,0,0,0,0
A687003,Dog,Neutered Male,5,Cream,Return_to_owner,11,2015,Mix,0,0,0,0
A711255,Dog,Intact Female,0.07671226571594598,White,Transfer,9,2015,Mix,0,0,0,0
A680426,Dog,Spayed Female,3,Yellow,Return_to_owner,6,2014,Mix,0,0,0,0
A697537,Dog,Spayed Female,3,Multiple colors,Adoption,11,2015,Mix,0,0,0,0
A695905,Dog,Spayed Female,0.16666666666666666,Tricolor,Adoption,1,2015,Mix,0,0,0,0
A705731,Dog,Intact Male,0.25,Multiple colors,Transfer,6,2015,Mix,0,0,0,0
A700025,Dog,Intact Female,10,Tricolor,Return_to_owner,4,2015,Mix,0,0,0,0
A624771,Dog,Neutered Male,5,Tan,Return_to_owner,1,2016,Mix,0,0,0,0
A715798,Cat,Intact Male,0.07671226571594598,Tabby,Transfer,11,2015,Mix,0,0,0,0
A526641,Dog,Neutered Male,7,Multiple colors,Transfer,3,2015,NA,0,0,0,0
A695768,Dog,Spayed Female,1,Apricot,Return_to_owner,1,2015,NA,0,0,0,0
A709277,Cat,Intact Male,0.25,Tabby,Adoption,8,2015,Mix,0,0,0,0
A586923,Cat,Neutered Male,4,Multiple colors,Return_to_owner,3,2015,Mix,0,0,0,0
A682900,Dog,Intact Female,3,Multiple colors,Return_to_owner,2,2015,Mix,0,0,0,0
A671435,Dog,Neutered Male,0.08333333333333333,Multiple colors,Adoption,3,2014,Mix,0,0,0,0
A701297,Cat,Intact Female,0.03835613285797299,Tabby,Transfer,4,2015,Mix,0,0,0,0
A711800,Cat,Unknown,0.03835613285797299,Tabby,Transfer,9,2015,Mix,0,0,0,0
A707972,Cat,Unknown,0.01643835616438356,Tabby,Transfer,7,2015,Mix,0,0,0,0
A697766,Dog,Spayed Female,1,Multiple colors,Return_to_owner,3,2015,Mix,0,0,0,0
A665644,Cat,Intact Female,0.07671226571594598,Calico,Transfer,10,2013,Mix,0,0,0,0
A664059,Cat,Spayed Female,8,Blue,Return_to_owner,10,2013,Mix,0,0,0,0
A676752,Cat,Intact Female,0.08333333333333333,Multiple colors,Transfer,4,2014,Mix,0,0,0,0
A720466,Dog,Neutered Male,10,Multiple colors,Return_to_owner,2,2016,NA,0,0,0,0
A716110,Cat,Neutered Male,0.3333333333333333,Cream,Return_to_owner,11,2015,Mix,0,0,0,0
A703750,Dog,Neutered Male,3,Tricolor,Return_to_owner,6,2015,Mix,0,0,0,0
A696236,Dog,Intact Male,2,Black,Transfer,2,2015,Mix,0,0,0,0
A670716,Dog,Spayed Female,8,Sable,Return_to_owner,1,2014,Mix,0,0,0,0
A673103,Dog,Spayed Female,3,Multiple colors,Adoption,3,2014,Mix,0,0,0,0
A688281,Dog,Neutered Male,0.75,Multiple colors,Adoption,4,2015,Mix,0,0,0,0
A666109,Cat,Neutered Male,0.25,Tabby,Adoption,10,2013,Mix,0,0,0,0
A700948,Dog,Unknown,9,Multiple colors,Euthanasia,4,2015,Mix,0,0,0,0
A689384,Dog,Neutered Male,1,Brindle,Adoption,11,2014,Mix,0,0,0,0
A671054,Cat,Spayed Female,0.3333333333333333,Tabby,Adoption,1,2014,Mix,0,0,0,0
A679167,Cat,Intact Male,4,Tabby,Euthanasia,5,2014,Mix,0,0,0,0
A702935,Dog,Spayed Female,2,Multiple colors,Return_to_owner,5,2015,Mix,0,0,0,0
A680027,Dog,Intact Male,0.03835613285797299,Multiple colors,Transfer,6,2014,Mix,0,0,0,0
A691171,Cat,Neutered Male,0.16666666666666666,Tabby,Adoption,11,2014,Mix,0,0,0,0
A693032,Cat,Neutered Male,10,Tabby,Adoption,12,2014,Mix,0,0,0,0
A663585,Cat,Intact Female,0.16666666666666666,Black,Transfer,10,2013,Mix,0,0,0,0
A586222,Dog,Neutered Male,3,Tricolor,Return_to_owner,7,2014,Mix,0,0,0,0
A692591,Cat,Neutered Male,6,Tabby,Transfer,12,2014,Mix,0,0,0,0
A675402,Dog,Spayed Female,7,Multiple colors,Transfer,4,2014,Mix,0,0,0,0
A700765,Cat,Spayed Female,0.16666666666666666,Calico,Adoption,6,2015,Mix,0,0,0,0
A657197,Cat,Neutered Male,0.3333333333333333,Tabby,Adoption,10,2013,Mix,0,0,0,0
A715843,Dog,Neutered Male,5,Brown,Transfer,11,2015,Mix,0,0,0,0
A691568,Dog,Neutered Male,6,Multiple colors,Return_to_owner,11,2014,Mix,0,0,0,0
A665953,Cat,Neutered Male,8,Multiple colors,Euthanasia,10,2013,Mix,0,0,0,0
A681155,Dog,Neutered Male,2,Multiple colors,Euthanasia,12,2014,Mix,0,0,0,0
A714509,Cat,Neutered Male,0.16666666666666666,Point,Adoption,10,2015,Mix,0,0,0,0
A702846,Dog,Spayed Female,0.3333333333333333,Red,Adoption,5,2015,Mix,0,0,0,0
A685087,Cat,Unknown,1,Multiple colors,Euthanasia,8,2014,Mix,0,0,0,0
A718953,Dog,Neutered Male,0.16666666666666666,Black,Adoption,1,2016,Mix,0,0,0,0
A668708,Cat,Neutered Male,5,Tabby,Adoption,12,2013,Mix,0,0,0,0
A703243,Cat,Spayed Female,0.16666666666666666,Multiple colors,Transfer,5,2015,Mix,0,0,0,0
A706454,Cat,Neutered Male,3,Multiple colors,Return_to_owner,6,2015,Mix,0,0,0,0
A668697,Dog,Neutered Male,3,Tricolor,Return_to_owner,6,2015,Mix,0,0,0,0
A717656,Dog,Spayed Female,3,Tan,Adoption,12,2015,Mix,0,0,0,0
A681176,Cat,Intact Female,0.08333333333333333,Tabby,Transfer,6,2014,Mix,0,0,0,0
A663020,Dog,Spayed Female,0.16666666666666666,Black,Adoption,10,2013,Mix,0,0,0,0
A717029,Cat,Spayed Female,2,White,Adoption,12,2015,Mix,0,0,0,0
A717056,Cat,Neutered Male,4,Multiple colors,Return_to_owner,12,2015,Mix,0,0,0,0
A705794,Cat,Intact Male,0.05753419928695949,Point,Died,7,2015,Mix,0,0,0,0
A695093,Dog,Neutered Male,7,Tricolor,Adoption,2,2015,NA,0,0,0,0
A707083,Cat,Intact Female,0.16666666666666666,Tortie/Torbie,Transfer,7,2015,Mix,0,0,0,0
A670540,Dog,Spayed Female,4,Multiple colors,Adoption,1,2014,Mix,0,0,0,0
A687554,Cat,Neutered Male,0.16666666666666666,Tabby,Transfer,10,2014,Mix,0,0,0,0
A715898,Cat,Unknown,2,Tortie/Torbie,Transfer,11,2015,Mix,0,0,0,0
A709799,Dog,Intact Female,0.08333333333333333,Black,Transfer,8,2015,Mix,0,0,0,0
A680245,Cat,Neutered Male,3,Black,Adoption,6,2014,Mix,0,0,0,0
A681404,Cat,Spayed Female,0.25,Tabby,Adoption,6,2014,Mix,0,0,0,0
A666083,Cat,Intact Male,0.07671226571594598,Tabby,Euthanasia,10,2013,Mix,0,0,0,0
A711832,Dog,Intact Female,0.08333333333333333,Red,Transfer,9,2015,Mix,0,0,0,0
A719849,Dog,Spayed Female,0.4166666666666667,Multiple colors,Transfer,2,2016,Mix,0,0,0,0
A683147,Cat,Spayed Female,0.16666666666666666,Tortie/Torbie,Adoption,7,2014,Mix,0,0,0,0
A680380,Cat,Intact Male,0.08333333333333333,Tabby,Died,7,2014,Mix,0,0,0,0
A716898,Dog,Spayed Female,2,Multiple colors,Adoption,12,2015,Mix,0,0,0,0
A666137,Dog,Spayed Female,12,Tricolor,Adoption,11,2013,Mix,0,0,0,0
A693627,Dog,Neutered Male,2,Multiple colors,Return_to_owner,12,2014,NA,0,0,0,0
A717028,Dog,Intact Male,0.75,Multiple colors,Return_to_owner,12,2015,Mix,0,0,0,0
A561786,Dog,Spayed Female,9,Multiple colors,Return_to_owner,6,2014,Mix,0,0,0,0
A694394,Dog,Spayed Female,2,Buff,Adoption,1,2015,Mix,0,0,0,0
A705347,Cat,Spayed Female,0.16666666666666666,Tabby,Adoption,7,2015,Mix,0,0,0,0
A688254,Dog,Spayed Female,0.4166666666666667,Multiple colors,Adoption,9,2014,Mix,0,0,0,0
A710692,Dog,Spayed Female,0.3333333333333333,Multiple colors,Adoption,8,2015,Mix,0,0,0,0
A699314,Cat,Unknown,0.03835613285797299,Tabby,Transfer,3,2015,Mix,0,0,0,0
A718492,Dog,Neutered Male,0.16666666666666666,Multiple colors,Adoption,1,2016,Mix,0,0,0,0
A687303,Cat,Neutered Male,0.03835613285797299,Tabby,Transfer,9,2014,Mix,0,0,0,0
A689090,Dog,Neutered Male,0.16666666666666666,Multiple colors,Adoption,10,2014,Mix,0,0,0,0
A701193,Cat,Neutered Male,0.16666666666666666,Black,Adoption,6,2015,Mix,0,0,0,0
